+0,51.0,20.0,7.0,7,,,,,,,20,,,,,,,77,1020,2.55,0.3725490196,6.728270457,6.779270457
+1,51.0,21.0,7.0,8,,,,,,,,,,,,,,,1071,2.428571429,0.3921568627,6.775657057,6.824228486
+1,50.0,21.0,7.0,8,,,,,,,,,,,,,,,1050,2.380952381,0.4,6.756424099,6.804043147
+0,49.0,21.0,7.0,7,,,,,,,21,,,,,,,79,1029,2.333333333,0.4081632653,6.73680257,6.783469237
+1,49.0,22.0,7.0,8,,,,,,,,,,,,,,,1078,2.227272727,0.4285714286,6.781984328,6.826529783
+1,48.0,22.0,7.0,8,,,,,,,,,,,,,,,1056,2.181818182,0.4375,6.761958203,6.805594567
+0,47.0,22.0,7.0,7,,,,,,,22,,,,,,,81,1034,2.136363636,0.4468085106,6.741510445,6.784237718
+1,47.0,23.0,7.0,8,,,,,,,,,,,,,,,1081,2.043478261,0.4680851064,6.784683448,6.825553013
+1,46.0,23.0,7.0,8,,,,,,,,,,,,,,,1058,2,0.4782608696,6.763795919,6.803795919
+0,45.0,23.0,7.0,7,,,,,,,23,,,,,,,83,1035,1.956521739,0.4888888889,6.742449287,6.781579722
+1,45.0,24.0,7.0,8,,,,,,,,,,,,,,,1080,1.875,0.5111111111,6.783784575,6.821284575
+1,44.0,24.0,7.0,8,,,,,,,,,,,,,,,1056,1.833333333,0.5227272727,6.761958203,6.79862487
+0,43.0,24.0,7.0,7,,,,,,,24,,,,,,,85,1032,1.791666667,0.5348837209,6.739630032,6.775463366
+1,43.0,25.0,7.0,8,,,,,,,,,,,,,,,1075,1.72,0.5581395349,6.779277687,6.813677687
+1,42.0,25.0,7.0,8,,,,,,,,,,,,,,,1050,1.68,0.5714285714,6.756424099,6.790024099
+0,41.0,25.0,7.0,7,,,,,,,25,,,,,,,87,1025,1.64,0.5853658537,6.73301977,6.76581977
+1,41.0,26.0,7.0,8,,,,,,,,,,,,,,,1066,1.576923077,0.6097560976,6.771112207,6.802650669
